_SHARE_ENTITY_URN,_ORGANIZATION_ENTITY_URN,ENGAGEMENT,SHARE_COUNT,CLICK_COUNT,LIKE_COUNT,IMPRESSION_COUNT,COMMENT_COUNT,_FIVETRAN_ID,_FIVETRAN_SYNCED
urn:li:share:6904110447835103232,urn:li:organization:10043,0.06282558866,54,294,252,9598,5,pKDrvIFMLnvW0/wOvXTXB1Wi+fA=,2023-02-28
urn:li:share:6904500768033124352,urn:li:organization:10043,0.0255570118,2,18,19,1526,0,i9mZV+0Pj/vkVsxby6aiUjeflqY=,2023-03-01
urn:li:share:6905134937910185984,urn:li:organization:10043,0.02651933702,1,12,11,905,0,cioHvddnXZNT1FfRqJUtIlLlAuY=,2023-03-03
urn:li:share:6906660097163165696,urn:li:organization:10043,0.03587563115,2,42,90,3763,0,CmN1DHYCrNk7KEvt2LF3exGNCeU=,2023-03-07
urn:li:share:6906953101228793856,urn:li:organization:10043,0.04732041049,4,83,79,3508,0,HUr03RZqislBqr7nXvJZ3AgdIDQ=,2023-03-08
urn:li:share:6907342954546257921,urn:li:organization:10043,0.06552012255,3,579,332,14362,28,Q+PIj0hW8u6+oueHNF4w2fYskUk=,2023-03-09
urn:li:share:6908049464553283584,urn:li:organization:10043,0.0317775571,3,11,18,1007,0,O+8dyl+csC9MvWWqslNUURcBCf0=,2023-03-11
urn:li:share:6909484611240620032,urn:li:organization:10043,0.05849853754,27,155,175,6154,6,72O6Ib89YjnXKqkfsD9/M6wqZMA=,2023-03-15
urn:li:share:6909846050010726400,urn:li:organization:10043,0.03642671292,5,14,24,1153,0,Rfu8ffhmNfbpbV7QobxA2F/n+QQ=,2023-03-16
urn:li:share:6910299016295501824,urn:li:organization:10043,0.02330827068,5,8,18,1330,0,NWnQiErBybSZzQj6CdcBdieKP0k=,2023-03-17
urn:li:share:6910032752193015808,urn:li:organization:10043,0,0,0,1,0,0,cRsO0C04OiNyxtjjxJ+b2JcrJgw=,2023-03-18
urn:li:share:6911683546105483264,urn:li:organization:10043,0,0,0,0,1,0,zoXYso6CFToL38FbKTVlKu8N2UA=,2023-03-21
urn:li:share:6911688310658596864,urn:li:organization:10043,0.01807228916,0,8,7,830,0,9dVRMPm0gBo8ogj+hsrB+6+Nyyc=,2023-03-21
urn:li:share:6912005310849105920,urn:li:organization:10043,0.02163461538,3,13,11,1248,0,EWed2YF9CpcCOI2UI8o69ebde34=,2023-03-22
urn:li:share:6912382955973672960,urn:li:organization:10043,0.03283302064,4,12,19,1066,0,KlVsQbBQWl9qXwLTvIQU8ExoOW4=,2023-03-23
urn:li:share:6912760356708696065,urn:li:organization:10043,0.02844444444,3,15,14,1125,0,UQy00r9RwTIuzvbJ0Uxu/8Nn4hw=,2023-03-24
urn:li:share:6859933472656646144,urn:li:organization:10043,0.2,0,0,4,5,0,+GxUBBy3fHGXkML0r4JaB87+9og=,2023-03-24
urn:li:share:6912928794597097473,urn:li:organization:10043,3,0,0,1,1,0,b6j8zGz65qKz99+cougl4AeQQaU=,2023-03-25
urn:li:share:6913092347807301632,urn:li:organization:10043,0.01530054645,2,6,6,915,0,yuSG8Mqbo7cxqLnq7HJ9DTKtoAo=,2023-03-25
urn:li:share:6914179524372893696,urn:li:organization:37930,0.04992199688,4,16,13,641,0,DXRyAXYuWu1u+JSqgJUqjieUAVA=,2023-03-28
urn:li:share:6914218306900021248,urn:li:organization:10043,0.06143111233,32,163,247,7309,9,TisD4BO5AJbJow/zMNBr4wIJHt0=,2023-03-28
urn:li:share:6914647501975220225,urn:li:organization:10043,0.06517393043,23,47,95,2501,0,NvMs7zNooZJ9qap5r0zz7VVkdmo=,2023-03-29
urn:li:share:6915372188879441920,urn:li:organization:18124695,0.04971319312,1,18,7,523,0,yk15So5q1XM6AJUhkrtn2hRykC0=,2023-03-31
urn:li:share:6915628976002478080,urn:li:organization:25736,0.03835227273,5,25,25,1408,0,2pbzfNl1ON3a5d9BIrYF+LwOsbk=,2023-04-01
urn:li:share:6915628976002478080,urn:li:organizationBrand:25736,0.03835227273,5,25,25,1408,0,U8khYl44VemU7yiA9ODwsaivn2U=,2023-04-01
urn:li:share:6943245878472187905,urn:li:organization:18124695,0.0399113082,0,16,3,451,0,ChPOvGT7lzVCz8ex7SpQV3tO2VQ=,2023-04-04
urn:li:share:6981598806429642752,urn:li:organization:18124695,0.0477326969,2,13,6,419,0,5bJ898iDdAe34rDEiFZSGNhfAd8=,2023-04-04
urn:li:share:6952985877539143680,urn:li:organization:18124695,0.05263157895,3,25,13,760,0,BuiwL+92zPqLoObFHwnWVxYxwJk=,2023-04-04
urn:li:share:6920355456003497984,urn:li:organization:18124695,0.05364806867,2,15,7,466,1,dsJ/XECksiU3SpG5LnT0uUPR4NM=,2023-04-04
urn:li:share:7010605265116946432,urn:li:organization:18124695,0.024,0,11,4,625,0,hJMp6EQOAYOkT9+z2T2JFffIHiY=,2023-04-04
urn:li:share:6975482869955596289,urn:li:organization:10043,0.3888888889,0,0,34,90,1,qcL8gbsnSewpNk5LKtmTCvX4YNo=,2023-04-04
urn:li:share:6975488473466044416,urn:li:organization:10043,0.5,0,0,1,2,0,KzXCGPcn3dkdYuBT9bOyBGIBx2E=,2023-04-04
urn:li:share:6973412598796992512,urn:li:organization:10043,0.5161290323,0,0,16,31,0,SU5MDJFsePTymKSh4bWqAQrwTwY=,2023-04-04
urn:li:share:6975489276251656192,urn:li:organization:10043,0,0,0,3,0,0,5a187yXBBvUd5Bem8Nlmbed1U0Q=,2023-04-04
urn:li:share:6973413236381536256,urn:li:organization:10043,0.606741573,3,0,50,89,0,T3+HtIwjkPkTcIlWoRd/WUPRqLs=,2023-04-04
urn:li:share:6975489120299020288,urn:li:organization:10043,0,0,0,2,0,0,iDH5uzvKIJ/T6+VxUD7fvC32Qqc=,2023-04-04
urn:li:share:6975482603248205825,urn:li:organization:10043,1.107142857,1,0,29,28,1,tyDNLRTsbjcWz22XVAV/csnJejY=,2023-04-04
urn:li:share:6973374089226833920,urn:li:organization:10043,1,3,0,4,7,0,7s0f2k35M7vIAmnhIACYuW3AsV8=,2023-04-04
urn:li:share:6973412870176870400,urn:li:organization:10043,0.3181818182,0,0,7,22,0,mR3GyZ40nEnCxhJPbN1nEVOz5bs=,2023-04-04
urn:li:share:6973413544734208001,urn:li:organization:10043,0.3302752294,6,0,30,109,0,xiPWG+e6ILQ+ACiQAVSx/cK5NwE=,2023-04-04
urn:li:share:6973365322561044480,urn:li:organization:10043,0.07142857143,0,0,1,14,0,fx705CjkgDD+R+R0uWb2sXZLZF4=,2023-04-04
urn:li:share:6973363544960487426,urn:li:organization:10043,1,0,0,1,1,0,Au8+Mqm/LTP9NC/QyS62G0PaC3s=,2023-04-04
urn:li:share:6975488530026237952,urn:li:organization:10043,0.75,0,0,3,4,0,AtlLvecRUYYusoE4Q3pHW81qqKE=,2023-04-04
urn:li:share:6922827813674704896,urn:li:organization:10043,2,1,0,37,25,0,DjfZzkp8U8QNAwN74KSpijmKj3U=,2023-04-04
urn:li:share:6833996286472142848,urn:li:organization:10043,0,0,0,7,4,0,I/0VZ3KuOHlHVyoSzVG//KHJyE4=,2023-04-04
urn:li:share:6922831626049576960,urn:li:organization:10043,0,1,0,12,0,0,fg7eEANTXUoJIZtZm6GZAtNdjRw=,2023-04-04
urn:li:share:6922876912700641281,urn:li:organization:10043,0.5625,0,0,7,16,0,lx34cRLNKaMEX/7Ca6s1uvn6NXk=,2023-04-04
urn:li:share:6922123108761899008,urn:li:organization:10043,1.375,0,0,8,8,0,w3NSLZ5ifE3Pbyjdn2j8gsfk4lg=,2023-04-04
urn:li:share:6833989804162711552,urn:li:organization:10043,0,0,0,6,0,0,os9UoCDPZgkVDi+6OsjMIGy4mEA=,2023-04-04
urn:li:share:6922125197483347969,urn:li:organization:10043,1.571428571,0,0,18,14,0,RUQOD57Lbx6s1VW87vai0v8f2gk=,2023-04-04
urn:li:share:6923202698993381378,urn:li:organization:10043,1.333333333,0,0,4,3,0,7Fzs5uDnRMlSJdsqYYrCFfmO2OE=,2023-04-04
urn:li:share:6927965444217733120,urn:li:organization:10043,0.04272549567,7,58,90,3581,0,dQ54wXg7NmLKYbF4G/VSaPCszdM=,2023-04-04
urn:li:share:6950086503028985856,urn:li:organizationBrand:28981048,0.05518169583,0,25,16,743,0,aVheIgWbVfVHet6YDb2j/Ln8TkM=,2023-04-04
urn:li:share:6942823315812089856,urn:li:organization:37930,0.04320203304,2,19,13,787,0,3oiUGnZ8I9o/OpmAUQChT/IurQw=,2023-04-04
urn:li:share:6996804115024539648,urn:li:organizationBrand:25736,0.03157894737,3,27,18,1520,0,vTpudpwlLj7NsgoD8iX0yOx8f5g=,2023-04-04
urn:li:share:6930531766189309954,urn:li:organization:10043,1.732142857,1,0,50,56,2,GVo/HBoOT1n6iNSWdR8s5UvQwO0=,2023-04-04
urn:li:share:6987783710448209920,urn:li:organization:10043,0.5882352941,0,0,10,17,0,5Fk9rbyr1KnS/ovmaYHNH0lrGLM=,2023-04-04
urn:li:share:6987782847675658240,urn:li:organization:10043,1,0,0,5,5,0,yswC+Dvnf6NllXMI7xrJc5Gci8c=,2023-04-04
urn:li:share:6987785612388913152,urn:li:organization:10043,4,0,0,3,1,0,OGuFBpOu3qWkQ3uqQapnNLjsoN4=,2023-04-04
urn:li:share:6987785170388967424,urn:li:organization:10043,0,0,0,4,0,0,rLGpYX4xs8mxkyJfO4IX73SIXW4=,2023-04-04
urn:li:share:6987782553298460672,urn:li:organization:10043,0.6923076923,0,0,9,13,0,DRl2IU1YPsmfpSNVYcPzVaweqro=,2023-04-04
urn:li:share:6945367873078861824,urn:li:organization:10043,4,0,0,16,5,0,pFKTmp2FYwvbiTt0VynmMtIeu+I=,2023-04-04
urn:li:share:6946116403905060865,urn:li:organization:10043,0.7222222222,0,0,13,18,0,x6TgFs16oXRxRD6pIqsQXjkRlko=,2023-04-04
urn:li:share:6946117370830553088,urn:li:organization:10043,0,0,0,3,0,0,iPehU4eYftYMbSDyCL9pICoGp/E=,2023-04-04
urn:li:share:6925464596598120448,urn:li:organization:10043,2.642857143,1,0,29,14,0,ldKGdA2FNbT6eY79jonh7Ax9jl4=,2023-04-04
urn:li:share:6987808381436628992,urn:li:organization:10043,5.666666667,0,0,17,3,0,XLzU1nm8Y6ymDPgVq7FHHDwD+II=,2023-04-04
urn:li:share:6987803926783791104,urn:li:organization:10043,1,0,0,2,2,0,O6mc3hRfYt2wwb9uRIHuiXq8kpk=,2023-04-04
urn:li:share:6987799070945759232,urn:li:organization:10043,2.666666667,0,0,8,3,0,36CO0Glo3tQwoY9y0GMtRdDHN7s=,2023-04-04
urn:li:share:6987794813207130112,urn:li:organization:10043,0.25,0,0,4,16,0,nJEwHCgn5IHTyTBy6fBPWc/aAQE=,2023-04-04
urn:li:share:6987799178181545984,urn:li:organization:10043,0.6,0,0,3,5,0,4K52zz+pSjM4ZPfgDuL1PHnerAA=,2023-04-04
urn:li:share:6987803884312236032,urn:li:organization:10043,2,0,0,2,1,0,LlFUuSLqyepBFVS6jTPA/Nb/vZ0=,2023-04-04
urn:li:share:6987806735612719104,urn:li:organization:10043,7,0,0,6,1,0,ebTcrvBQhapQTW8mPQwgScrIst8=,2023-04-04
urn:li:share:6987798350678921216,urn:li:organization:10043,1.333333333,0,0,4,3,0,5RvTBRf3xvyfQxYnVl76vsAWJE8=,2023-04-04
urn:li:share:6987805097489543168,urn:li:organization:10043,4.5,0,0,9,2,0,6JJhp7NMmkMNLKCYLlFMx7QLXBA=,2023-04-04
urn:li:share:6987790004085264385,urn:li:organization:10043,3,0,0,3,1,0,1yYx8LHi3AoWyvAUQF3mbBUL65c=,2023-04-04
urn:li:share:6987793312355086336,urn:li:organization:10043,0,0,0,3,0,0,SCH7NYKUjOTKMsCypt97Jpch9i0=,2023-04-04
urn:li:share:6987793670292795393,urn:li:organization:10043,1.166666667,0,0,7,6,0,L0YjzGFNnDEjo069h4fOhmHDHss=,2023-04-04
urn:li:share:6987807237322752001,urn:li:organization:10043,8,0,0,8,1,0,ETDxmyrw/HJLcTH8pm+MeLs/Hrg=,2023-04-04
urn:li:share:6987808123818258432,urn:li:organization:10043,3,0,0,3,1,0,fxWfH5PnFrQ+hox/7jVQGXl1hZI=,2023-04-04
urn:li:share:6987806808253845504,urn:li:organization:10043,9,0,0,9,1,0,0suojfhiQXMRU+nQ9Lysa7iWWpE=,2023-04-04
urn:li:share:6987793577024065536,urn:li:organization:10043,0.625,0,0,5,8,0,ZkR+RmNRma9K2S9MHJgSXkhll1s=,2023-04-04
urn:li:share:6987803357130182657,urn:li:organization:10043,1.5,0,0,3,2,0,y78P6e5JVoeWGDl60fUyjHjVoWo=,2023-04-04
urn:li:share:6987807436392796161,urn:li:organization:10043,2,0,1,7,4,0,VZBJv0YMxMK2FXBmkxLE9lj17ek=,2023-04-04
urn:li:share:6987803812149235712,urn:li:organization:10043,1.75,0,0,7,4,0,UGL4XDO3t55YqFbXDHnOT0nky+M=,2023-04-04
urn:li:share:6987800769836003328,urn:li:organization:10043,0.3333333333,0,0,5,15,0,WOO70gN45OILj1sU+oTWTybl09E=,2023-04-04
urn:li:share:6987798270592860160,urn:li:organization:10043,5,0,0,5,1,0,IAqVPqY1Gil4CIJCWAfGLvOqr48=,2023-04-04
urn:li:share:6987790774780203008,urn:li:organization:10043,5,0,0,5,1,0,0ST5jp2m2qzMi4ZFcMGSp8X57c0=,2023-04-04
urn:li:share:6987808084614111232,urn:li:organization:10043,5.333333333,0,0,15,3,0,2a482/xdCVtnUYcI84h6hqasymg=,2023-04-04
urn:li:share:6987790054706319360,urn:li:organization:10043,2.5,0,0,5,2,0,8uI770XUzEw0iVaqgXwrXt7a47U=,2023-04-04
urn:li:share:6987792640020787202,urn:li:organization:10043,1.333333333,0,0,4,3,0,L3f5bCx/Cm35en+Ct5exG64NptY=,2023-04-04
urn:li:share:6987804524270764032,urn:li:organization:10043,1,0,0,7,7,0,GWlwanvw7204qDNfymJxO8yKxp8=,2023-04-04
urn:li:share:6987800698713194496,urn:li:organization:10043,0.6666666667,0,0,2,3,0,ejm2KBH1hKquMgGVOgg0y/cWOn0=,2023-04-04
urn:li:share:6987800644925419520,urn:li:organization:10043,0.25,0,0,3,12,0,dC0IuCcSknagVhRQL54osYdKq54=,2023-04-04
urn:li:share:6987794751248863232,urn:li:organization:10043,0.7777777778,0,0,8,9,0,gwMyOktnCM88ScoC5THuUskm7Hw=,2023-04-04
urn:li:share:6987794284217266176,urn:li:organization:10043,1.25,0,0,5,4,0,siRGn8LYJ2ipGaCxnkjhiVN8f7s=,2023-04-04
urn:li:share:6980128890207809536,urn:li:organization:10043,0.9166666667,0,0,22,24,0,3W8+mMpCtYfEXYjG5PwylnnE7AE=,2023-04-04
urn:li:share:6980127637843136512,urn:li:organization:10043,1.058823529,0,0,18,17,0,uU9OeDM33Rg3VHEHsZZdUhzA4Lo=,2023-04-04
urn:li:share:6980123989994016768,urn:li:organization:10043,0.6818181818,0,0,15,22,0,gsyHlgamFp+4B9+XpaAPQ2tlVKU=,2023-04-04
urn:li:share:6987807068296503296,urn:li:organization:10043,5,0,0,5,1,0,e5i3A5/HkpUXc8JVnxfDqfWeKSY=,2023-04-04
urn:li:share:6987791282467188738,urn:li:organization:10043,0.5,0,0,2,4,0,F1jyfGhpKYxAtVKgXwkECsQrNEQ=,2023-04-04
urn:li:share:6987807383653617664,urn:li:organization:10043,1.5,0,0,3,2,0,aGK3OP3Khst2NwRgy35N6Ti70uQ=,2023-04-04
urn:li:share:6987804486899523585,urn:li:organization:10043,2,1,0,5,3,0,Z6VL0bVgRGnWBCNBkOy58/K4i2c=,2023-04-04
urn:li:share:6987804573973245954,urn:li:organization:10043,0.5,0,0,4,8,0,Byfm8P+Q6czwHmPa74zYa30HWaw=,2023-04-04
urn:li:share:6987802047194533888,urn:li:organization:10043,1,0,0,6,6,0,gZ5ppZnv4yxyEX55E4gR2Ba7wFw=,2023-04-04
urn:li:share:6987790099723751425,urn:li:organization:10043,3,0,0,3,1,0,4PD5I/Kzk5jEqf1vXTY00agC+kg=,2023-04-04
urn:li:share:6987802004991455232,urn:li:organization:10043,1.285714286,0,0,8,7,0,l8l7gGg1mqaOMsXjlvttPjm4isU=,2023-04-04
urn:li:share:6987808331671171072,urn:li:organization:10043,0.652173913,0,0,15,23,0,HWKddaVmHvPnqi/tzVqjIWnr5ck=,2023-04-04
urn:li:share:6987799132925005824,urn:li:organization:10043,1.75,0,0,7,4,0,LMHaYvMC9a02I6YOCppXz9XODcA=,2023-04-04
urn:li:share:6962769951896068096,urn:li:organization:25736,0.02842565598,3,21,15,1372,0,d0sBvnRlgJBuMbf5+k/7qdROz+Y=,2023-04-04
urn:li:share:7009472425717354497,urn:li:organization:25736,0.04411051866,6,53,33,2063,0,BP3nrau+MUnpfaPhNMMY15IXrJM=,2023-04-04
urn:li:share:6950463576759312385,urn:li:organizationBrand:25736,0.02345415778,0,12,10,938,0,90LO6kqqG5b/t/nFgk1vRaQRvLE=,2023-04-04
urn:li:share:6945367330860265472,urn:li:organizationBrand:28981048,0.08056872038,5,14,15,422,0,Q5TIoHiW2VGdG7W65dyibE9RdZI=,2023-04-04
urn:li:share:6925428601718796288,urn:li:organization:25736,0.02322580645,0,7,11,775,0,BWecyt0KtlKbRXgRySRCP2kDh6U=,2023-04-04
urn:li:share:6999302759699136513,urn:li:organization:25736,0.06666666667,4,2,13,285,0,/YZtX9E7nkDiqyJedRt+SGW6I2s=,2023-04-04
urn:li:share:6980919252614598656,urn:li:organization:37930,0.04061738424,5,30,15,1231,0,Shn/iJ1c5mY23qD3oHx9uUnpeAw=,2023-04-04
urn:li:share:6972961725671235584,urn:li:organizationBrand:25736,0.0316774658,1,33,9,1389,0,VCAvjCum6ZZdOrQZxQO4Jjy6DiQ=,2023-04-04
urn:li:share:7010574824154570752,urn:li:organization:37930,0.03707742639,3,17,14,917,0,utSaARano4tlzZ48WJErEgPkWjQ=,2023-04-04
urn:li:share:6950418454428487680,urn:li:organizationBrand:28981048,0.06572769953,5,18,19,639,0,CgTZzBtG4QbeF6aCX4T/aFuLj74=,2023-04-04
urn:li:share:6999376847729823744,urn:li:organizationBrand:28981048,0.07303877367,7,32,43,1109,0,PAcszHPRM4VJ+H4crTaCtQrcm0Y=,2023-04-04
urn:li:share:6948651530866630656,urn:li:organization:25736,0.03539823009,5,36,12,1469,0,0C1ma4nnWGOaMH8Xh6gmUBb55Jc=,2023-04-04
urn:li:share:7002979962844573696,urn:li:organizationBrand:28978119,0.1078431373,3,3,5,102,0,eMWCjLFaFYBX76kojD7pJL0nbM4=,2023-04-04
urn:li:share:6983372835041808384,urn:li:organizationBrand:25736,0.03618946248,2,43,22,1879,1,BoAlXXBPJjOSB20DKTrYweXO/tg=,2023-04-04
urn:li:share:6974660364139466752,urn:li:organizationBrand:25736,0.02666666667,4,14,22,1500,0,noY5EG3NDV73NOXyVqR9MBy014k=,2023-04-04
urn:li:share:6967858339967905793,urn:li:organizationBrand:28978119,0.02247191011,0,0,2,89,0,6YPGODnBPm+UCN/exX+phHTDQt0=,2023-04-04
urn:li:share:7009472425717354497,urn:li:organizationBrand:25736,0.04411051866,6,53,33,2063,0,fmArzM/OG4RhFeuvUInv+tIUWCw=,2023-04-04
urn:li:share:6999302759699136513,urn:li:organizationBrand:25736,0.06666666667,4,2,13,285,0,2oMzg0aPDI2S4bLk/zS2AiRLBas=,2023-04-04
urn:li:ugcPost:6947601036358344704,urn:li:organization:10043,0.03296089385,5,68,45,3580,0,zl5AP9jRaXmc3UoCC61HyDyb450=,2023-04-04
urn:li:ugcPost:6919285605940023296,urn:li:organization:10043,0.04694553115,15,168,125,6646,7,WqIIOY54UOgu64Rfbtw31MDxfyo=,2023-04-04
urn:li:ugcPost:6975838860987559936,urn:li:organization:10043,0.1121128969,3,428,137,5102,6,Gqs+vZH6JUpRv5Dbd6oAx/LAud4=,2023-04-04
urn:li:ugcPost:7004133265146032128,urn:li:organization:10043,0.04856265699,20,120,205,7166,1,lIReC0X5rvjos541BkhQTmupVuU=,2023-04-04
urn:li:ugcPost:6948275112957673472,urn:li:organization:10043,0.05308464849,1,101,9,2091,0,PDHrzPJyq9bRBB5LA6R1T4fIdxQ=,2023-04-04
urn:li:ugcPost:6963506185027158016,urn:li:organization:10043,0.04498902707,7,298,179,10936,9,anphPrtkY3QfptICV0ljgywcb8I=,2023-04-04
urn:li:ugcPost:7005531413550706688,urn:li:organization:10043,0.03045685279,11,18,43,2364,0,707VpeW+sRCNGrFnKb7CsAuqDXk=,2023-04-04
urn:li:ugcPost:6950884148483936256,urn:li:organization:10043,0.03046757164,1,54,46,3315,0,d2eyV1lmsz1a6oD+efOo1I7WCdA=,2023-04-04
urn:li:share:6986989196833931264,urn:li:organizationBrand:25736,0.05205247567,8,62,54,2363,0,TycGRyOOy4OwzsLmVe8XLOkVdmY=,2023-04-04
urn:li:share:6982655829908811776,urn:li:organization:25736,0.03075768942,1,22,18,1333,0,QKicwVP3ViEeYW/3AsiZ6bNLHu0=,2023-04-04
urn:li:share:7003374571605172224,urn:li:organization:25736,0.06711675933,22,91,57,2518,1,Sq7fOR4TQdUmik7Fa1bu3lXkD8I=,2023-04-04
urn:li:share:6998963182430027776,urn:li:organization:37930,0.03712296984,4,24,20,1293,0,xgmlgNru4qPMUjE7TYYd5lwRBGM=,2023-04-04
urn:li:share:7006619067973332992,urn:li:organizationBrand:28978119,0.1162790698,2,6,7,129,0,y/IdJbClxJT0ENuihKJhqn/UllY=,2023-04-04
urn:li:share:6945360043080921088,urn:li:organizationBrand:25736,0.03929866989,5,28,33,1654,1,FSXRFas9SQouqf0WhSnG5Dn0Rts=,2023-04-04
urn:li:share:6992893048632303616,urn:li:organizationBrand:25736,0.03511705686,6,16,20,1196,0,ZZgh+bUKHrrKNzucX6lIBTd0Eqg=,2023-04-04
urn:li:share:6962769951896068096,urn:li:organizationBrand:25736,0.02842565598,3,21,15,1372,0,awae/jxVy2XeyKkFPHQEP39Ykso=,2023-04-04
urn:li:share:6978412698883514368,urn:li:organizationBrand:28978119,0.02654867257,0,0,3,113,0,mE8Vm1S+FA8HyXTyDpPt9mG3Ehk=,2023-04-04
urn:li:share:6920732988380971008,urn:li:organization:25736,0.04407294833,4,14,11,658,0,TKRF+79R/TN/MEkfUfhB4yxrvps=,2023-04-04
urn:li:share:6924688968454201344,urn:li:organizationBrand:28981048,0.09855769231,3,19,19,416,0,srbxraynbmD0uX7jp9pSFxHAp1M=,2023-04-04
urn:li:share:6941011402463604737,urn:li:organization:25736,0.03496503497,2,16,17,1001,0,qyv62Iqjz1ByvRhUbolRdR7py8o=,2023-04-04
urn:li:share:7009155531185565696,urn:li:organizationBrand:28981048,0.04770642202,2,11,12,545,1,mR3k7yg9MCnFhmPnfOMZucjslEY=,2023-04-04
urn:li:share:6985585125803638784,urn:li:organizationBrand:28981048,0.05670103093,2,6,14,388,0,NUkLTA6sj6uuFKa956KGkVvx0OE=,2023-04-04
urn:li:share:6920340426348462080,urn:li:organizationBrand:28981048,0.08273381295,2,11,10,278,0,rms+DkTVLJ1Z/A6JwJquA6MsV8M=,2023-04-04
urn:li:share:6993632961015291904,urn:li:organizationBrand:28981048,0.05769230769,2,9,13,416,0,8xkSKzVpgVIW/fC9VgRRtt7mEYk=,2023-04-04
urn:li:share:6965406967553036289,urn:li:organizationBrand:28978119,0.04424778761,0,4,2,113,0,vtxErKfGODuT3e1chIesanD6C+M=,2023-04-04
urn:li:share:6978337254716952576,urn:li:organizationBrand:28981048,0.03563474388,0,5,11,449,0,MBED4guQRYIjmt2Gn/rQDP5AWBY=,2023-04-04
urn:li:share:6996079256887853057,urn:li:organizationBrand:28981048,0.06526806527,6,5,17,429,0,JhZtdgzhNTsd+teB67xgHVlDHNk=,2023-04-04
urn:li:share:6958103927980527616,urn:li:organizationBrand:28981048,0.08145580589,4,13,29,577,1,ZmHUDVyguyQHlknW8jT/N1deMwE=,2023-04-04
urn:li:share:6955144593097068545,urn:li:organizationBrand:25736,0.0236039148,1,25,15,1737,0,yRGdL6Hq1xpb2uC5A/AysV8//gQ=,2023-04-04
urn:li:share:6945360043080921088,urn:li:organization:25736,0.03929866989,5,28,33,1654,1,cE0jcSOkswPO0fTJwVq0E9RJvCo=,2023-04-04
urn:li:share:6998661367423524864,urn:li:organizationBrand:28978119,0.1111111111,1,3,9,108,0,Q62zWtjUTj0wXvRbmfP+AoID5g0=,2023-04-04
urn:li:share:7005516557309153280,urn:li:organizationBrand:28978119,0.06172839506,0,1,4,81,0,VFV9rqaxsrr9CIe6/G3/xC/qtWA=,2023-04-04
urn:li:share:7000805576523866115,urn:li:organizationBrand:28981048,0.0391198044,1,2,14,409,0,txjdAzJQnXnb/hvaeJr8RlurkjY=,2023-04-04
urn:li:share:7003689325016088576,urn:li:organization:37930,0.05965202983,8,40,25,1207,0,oSFmWFBGVwVueg7pSA64HdPH7yQ=,2023-04-04
urn:li:share:6917803466161541120,urn:li:organization:25736,0.05541125541,3,44,18,1155,0,+lAIk6tc2VkdomeC2yRo5Id0RCI=,2023-04-04
urn:li:share:6934503644667031552,urn:li:organizationBrand:28981048,0.03939393939,1,5,7,330,0,a4e/UIwH209/rXpRMAlO9WCSG3E=,2023-04-04
urn:li:share:6992893048632303616,urn:li:organization:25736,0.03511705686,6,16,20,1196,0,EQQuStZZvABu3V64Wg7x62nF/oc=,2023-04-04
urn:li:share:7008817888891478016,urn:li:organizationBrand:28978119,0.07317073171,0,3,6,123,0,ZXgLDOFYQHXw2okbcpoVkso/fSQ=,2023-04-04
urn:li:share:6917803466161541120,urn:li:organizationBrand:25736,0.05541125541,3,44,18,1155,0,KzCpYDPl7hedTR0T4gyEnHecPdw=,2023-04-04
urn:li:share:6973686613897863168,urn:li:organizationBrand:28978119,0.05050505051,1,0,4,99,0,qNOq+74INmnZG2jB9Qoy5A64rFc=,2023-04-04
urn:li:share:6988182187200196608,urn:li:organizationBrand:28978119,0.06944444444,1,5,4,144,0,AVgcauc+gExAp8arTsFOWuXHBRc=,2023-04-04
urn:li:share:6925428601718796288,urn:li:organizationBrand:25736,0.02322580645,0,7,11,775,0,8qzlYqWGpyZwyzh715jBr61mCj8=,2023-04-04
urn:li:share:7008053231318700032,urn:li:organizationBrand:28978119,0.075,1,6,2,120,0,7owXnMmsXrF6BXtUanXN3Bm/MIk=,2023-04-04
urn:li:share:6978069067085594624,urn:li:organizationBrand:25736,0.03517915309,3,19,32,1535,0,tlcxvXogcwnUDeKGZLjnnu8fNq4=,2023-04-04
urn:li:share:7009502745195941888,urn:li:organizationBrand:28978119,0.06329113924,0,3,2,79,0,q/3sA0iU07OWqx9JDaXGe8TRvls=,2023-04-04
urn:li:share:6926863132757815296,urn:li:organizationBrand:25736,0.04605641911,3,38,38,1737,1,4rjKN7WlU3OjQB9XYJ/09YLQGgY=,2023-04-04
urn:li:share:6925760834627387392,urn:li:organizationBrand:28981048,0.07809110629,6,15,15,461,0,rgDUzDrFQQIoax05CMMiZaTzwvI=,2023-04-04
urn:li:share:6998993745757048832,urn:li:organizationBrand:28981048,0.03981264637,1,6,10,427,0,2EIw7DwhWzjHakWSPawcHjOq9dg=,2023-04-04
urn:li:share:6951158305352273921,urn:li:organizationBrand:28981048,0.05423728814,0,7,9,295,0,8EraD1Pa9Wz78sQ0w5Tw0V33HG0=,2023-04-04
urn:li:share:6938505841989877761,urn:li:organizationBrand:25736,0.02709359606,1,4,17,812,0,vBxuNb2v7TAecSvb8jeOOJCbZuc=,2023-04-04
urn:li:share:6946084739611049984,urn:li:organizationBrand:28981048,0.0487804878,0,1,3,82,0,6W3oCLwzyzX1qv1CSqF1bJ/XniI=,2023-04-04
