ID,AUTHOR,CREATED_TIME,SPECIFIC_CONTENT_SHARE_COMMENTARY_TEXT,SPECIFIC_CONTENT_SHARE_MEDIA_CATEGORY,COMMENTARY
urn:li:share:6889974873028919296,urn:li:organizationBrand:28981048,2022-01-20,"For healthcare professionals 👨‍⚕️, having a single point of access to all sources of patient information through the ☁️ cloud ☁️ improves insight for decision making, enables better patient outcomes, and improves clinical productivity. ✔️✔️✔️",ARTICLE,
urn:li:share:6890292471562412032,urn:li:organization:10043,2022-01-21,"A #cloud migration has never been less complicated, and the benefits of one have never been clearer. ☁️✨ Will Milewski, Hyland senior VP of cloud infrastructure and operations, takes us through his predictions for 2022: ",ARTICLE,
urn:li:ugcPost:6891379132455100416,urn:li:organization:10043,2022-01-24,Great leaders never stop learning. We break down the top 5 need-to-know pieces of #leadership advice you need this week: https://lnkd.in/eywUaQJA,VIDEO,
urn:li:share:6893900889611210753,urn:li:organization:10043,2022-01-31,"#Hyperautomation... is it really worth the hype? 🤔 Sam Babic, Hyland's Chief Innovation Officer, has some thoughts. ⬇️💭⬇️💭  ",ARTICLE,
urn:li:share:6894217946470719488,urn:li:organizationBrand:25736,2022-02-01,👨‍💻 Join us for our upcoming Tech Talk Live where participants of the recent #Alfresco Global Virtual Hack-a-thon showcase and share the details of their latest projects!▶️ Secure your spot now: https://lnkd.in/g8H9iq8b,IMAGE,
urn:li:share:6894641281155612672,urn:li:organization:10043,2022-02-02,"👂 Harness the power of listening with Stephanie C. Hill, Executive Vice President of Rotary and Missions Systems at Lockheed Martin. ▶️ Play the full podcast at Mission.org: https://lnkd.in/da9NhtUr",IMAGE,
urn:li:share:6895006722784927745,urn:li:organization:10043,2022-02-03,There are many intelligent capabilities 🧠 that make #Brainware a unique and powerful capture tool. 🖥️ Dive into the article below 👇 to explore each layer of the intelligent capture platform and learn more about its inner workings: ,ARTICLE,
urn:li:share:6896452859442135040,urn:li:organizationBrand:28981048,2022-02-07,"The technology expansion, initially set to support contract management, will optimise back office operations, while allowing WWL to streamline management of the more than 300 contracts it processes annually 📁, from request to approval and expiration to renewal. 🔁 ",ARTICLE,
urn:li:share:6896467995364065281,urn:li:organization:10043,2022-02-07,"From cloud-enabled #ContentServices ☁️ to intelligent automation 💡,  take a tour through Bill Priemer's future-of-work technology roadmap 🗺️ for 2022:",ARTICLE,
urn:li:share:6898974411303841793,urn:li:organizationBrand:25736,2022-02-14,😨 Did you miss our recent Tech Talk Live? No worries! 😀 You can catch all the awesome content on-demand now:  https://lnkd.in/g8H9iq8b,IMAGE,
urn:li:share:6900061468335964160,urn:li:organization:10043,2022-02-17,"The validated integration provides JD Edwards EnterpriseOne customers with a complete view of relevant content 👀, connecting transactional data with supporting information stored in Hyland’s OnBase platform. 🖥️ Learn more about the integration: ",ARTICLE,
urn:li:share:6900416140158603264,urn:li:organization:10043,2022-02-18,"""With digital business transformation continuing to drive #technology advancements and workforce shortages challenging companies to do more with less, it has created the 🌩️ perfect storm 🌩️ for low-code/no-code technologies,” -Tony Piunno, Hyland Product Marketing Manager",ARTICLE,
urn:li:ugcPost:6901547468203417600,urn:li:organization:10043,2022-02-21,,URN_REFERENCE,
urn:li:share:6899774685433995266,urn:li:organization:10043,2022-02-16,"📢 UPDATE: The deadline has been extended to this THURSDAY, February 24th at 11:59 PM! 📢Only 6️⃣ days left to submit an application for the Spring 2022 Hy-Tech Club! 🖥️ Information about the upcoming semester and application process 📝 can be found here: https://lnkd.in/dzzxPdDX",ARTICLE,
urn:li:share:6904110447835103232,urn:li:organization:10043,2022-02-28,Speed and agility. The recipe for a podium finish in racing and business. That’s why we’re proud to welcome Alfa Romeo F1 Team ORLEN to Team Hyland. 🏁👏 Learn more about our partnership: https://lnkd.in/d6kGDnXj #AlfaRomeo #ORLEN #Formula1 #F1,IMAGE,
urn:li:share:6905134937910185984,urn:li:organization:10043,2022-03-03,"Brian Remmington, Hyland CTO, provides some thoughts on the challenges associated with #DarkData 🌚⬇️ https://lnkd.in/dub7KAqC ",ARTICLE,
urn:li:share:6906599763794628608,urn:li:organization:18124695,2022-03-07,For some 👉 the only way to create a more resilient workplace will be to invest wholesale in innovative technology. For others 👉 the solution lies in using their existing technologies more effectively.The latest 🗝️ to releasing that potential is investing in #hyperautomation.,ARTICLE,
urn:li:share:6906584411312398336,urn:li:organization:10043,2022-03-07,"#LowCode and #NoCode platforms have become resources large enterprises increasingly explore to speed up app development ⚙️, but can that carry over to new, more intensive needs such as #AI app development in a substantial way? 💭Read more 👇👇👇",ARTICLE,
urn:li:share:6906660097163165696,urn:li:organization:10043,2022-03-07,"""The world of Formula One relies on speed and agility: not just on the track but also in the factory, where new developments are designed and produced from one race to the other. This agile philosophy is shared by the team and Hyland."" - Frédéric Vasseur, Team Principal of Alfa Romeo F1 Team ORLEN 🏆🏁🤝 ",ARTICLE,
urn:li:share:6907777343251972096,urn:li:organization:10043,2022-03-10,👨‍💻 We hope to see you next week at the Women in CyberSecurity (WiCyS) Conference in downtown Cleveland! https://lnkd.in/d8pMWbqK #WiCyS2022 #security ,ARTICLE,
urn:li:share:6908049464553283584,urn:li:organization:10043,2022-03-11,Check out 5 🔥 hot 🔥 topics from our February archives: ,ARTICLE,
urn:li:share:6910208720517894144,urn:li:organization:10043,2022-03-17,The pandemic has forced insurance organizations all over the globe to accelerate their #DigitalTransformation efforts. The quickest and most effective way to get it done? ....................... 👉 #IntelligentAutomation,ARTICLE,
urn:li:share:7042464790291632128,urn:li:organizationBrand:28978119,2023-03-17,"“Together with Amazon Web Services (AWS) we are providing a services and management portfolio that will give enterprise customers fast, flexible access to the #cloud."" ⚡☁️💻",ARTICLE,
urn:li:ugcPost:6910593043968520192,urn:li:organization:10043,2022-03-18,,URN_REFERENCE,
urn:li:share:6911642815479316480,urn:li:organization:18124695,2022-03-21,"With the integration of #RPA, organizations remove layers of manual processing, which... 👉 Streamlines the business 👉 Reduces the time it takes to action documentation👉 Limits manual keystroke errorsLearn more about the importance of #ContentServices to the financial sector:",ARTICLE,
urn:li:share:6911657950486876160,urn:li:organization:37930,2022-03-21,Download a copy of the full report 📄 and learn more about Hyland’s forward-thinking 💡 approach to #DAM ⬇️,ARTICLE,
urn:li:share:7041785432065417217,urn:li:organization:10043,2023-03-15,"In 2020, Hylander Dreama Walton set out to compete in America’s biggest ultramarathon race, the Western States 100. 🏃‍♀️When we learned she would be featured in ""Dreama Team,"" Hyland pitched in to help financially support the feature-length documentary and Hylanders around the 🌎 donated thousands of dollars to support Dreama's journey.  The full film is set to debut this summer. Check out the trailer now! 🎬 #WomensHistoryMonth #DreamaTeamFilm",ARTICLE,
urn:li:ugcPost:6914283280892657664,urn:li:organization:10043,2022-03-28,Hit play for a sneak peek 👀 at what's in store for the 2022 Hyland Hackathon! 💻 The deadline is coming up fast. ⚡ Be sure to reserve your spot by March 31st at https://lnkd.in/g8wcp2QX. 👈,VIDEO,
urn:li:share:7046535165250056192,urn:li:organizationBrand:28981048,2023-03-28,"🤔 Curious what #HylandHealthcare has in store for #HIMSS23? ⚕️ Join Hyland's Colleen Sirhal RN, BSN, CPHIMS and Mike Myers as they chat with Irma Rastegayeva✨Influence Through Storytelling™️ and Evan Kirstel B2B TechFluencer about all things HIMSS, healthcare tech trends, imaging and so much more.🗓 See you on April 11! ",IMAGE,
urn:li:share:6915281906133536768,urn:li:organization:10043,2022-03-31,"Take a tour of our latest product updates and see what's new across Alfresco, Hyland RPA | Intelligent Automation, Hyland Healthcare  and more ➡️ https://lnkd.in/dpd7y2kD",IMAGE,
urn:li:share:7047188493260787713,urn:li:organizationBrand:28981048,2023-03-30,"🗓 The countdown to HIMSS is on! 🤝 Stop by booth 1255 to connect with Irma Rastegayeva✨Influence Through Storytelling™️, Evan Kirstel B2B TechFluencer and #HylandHealthcare experts!✨ See you soon! #HIMSS23 ",IMAGE,
urn:li:share:7048595330753335297,urn:li:organizationBrand:25736,2023-04-03,Join us on April 12th for TTL # 146 - Digital Rights Management protection for #Alfresco Content Services 🎙️Register here 👉 https://lnkd.in/g3DaDcYz,IMAGE,
urn:li:share:7047530581965852673,urn:li:organization:10043,2023-03-31,"Hyland’s Document Filters is a powerful toolkit 🛠️ that helps organizations unlock 🔓 the power of unstructured content through file identification, content extraction and format conversion.Let’s take a look at the exciting new components and features to #DocumentFilters and how they can positively impact your 2023 goals: ",ARTICLE,
urn:li:share:7047266725326721024,urn:li:organization:10043,2023-03-30,"Customers and partners: Join us to take your solutions to the next level 🚀, hear customer success stories 🏆 and advance your skills  — all while having a lot of fun along the way. #CommunityLIVE 2023 registration is open! Sign up now for early-bird rates: ",ARTICLE,
urn:li:ugcPost:7047175741737734144,urn:li:organization:10043,2023-03-30,"A focus on #innovation allows your organization to:👉 Advance in new, exciting ways👉 Ignite radical yet practical and actionable paradigm shifts👉 Advocate for experimentation👉 Embrace change👉 Act on customer feedback in meaningful waysThe trifecta- adding innovation to modernization and experience: https://lnkd.in/gh6_vKQz",VIDEO,
urn:li:share:7046829093677371392,urn:li:organization:10043,2023-03-29,"Looking ahead ➡️Hyland’s investments in #innovation are bringing to life ✨ Hyland Experience ✨, the company’s next-generation, cloud-based platform that will deliver feature-rich and rapidly deployable cloud-based #ContentServices. Learn more about our future vision: https://lnkd.in/gQjC6R9z",IMAGE,
urn:li:share:7046487296233144321,urn:li:organizationBrand:25736,2023-03-28,"Registration for #CommunityLIVE 2023 is officially open! 🎉Join us to attend sessions, try out new product features, and experience what’s new and next in your #ContentServices landscape. ✨👉 https://lnkd.in/ewJqhrrK",IMAGE,
urn:li:share:7046484933661392897,urn:li:organization:10043,2023-03-28,"If your work can be replicated by #AI so that the consumers and clients can cut you out of the equation, it’s not necessarily game over...👉 But it is time to evolve. ⌛🦋",ARTICLE,
urn:li:share:7046215601702252544,urn:li:organization:10043,2023-03-27,Digital enablement has become a core tenet of every part of a business – and staying on top of rapidly evolving innovations has never been more stressful for tech teams. 😫Here are three ways to effectively scale your organization’s #DigitalTransformation while mitigating excessive stress for your employees:,ARTICLE,
urn:li:share:7046088770026156032,urn:li:organization:10043,2023-03-27,"🖥️ Hyland Direct Spend Matching for Workday 💲✅ Integration, workflow and #automation of high-volume procurement documents from any source, system and format✅ Advanced #AP automation that includes an AP analytics workbench, approval routing, workload balancing and exception-based management✅ Complex, rules-driven matchingLearn how to take charge of your AP processes: https://lnkd.in/gbFf63RG",ARTICLE,
urn:li:share:7046073569113501697,urn:li:organization:37930,2023-03-27,"Registration for #CommunityLIVE 2023 is officially open! ✨This annual user event features the latest in product and solution enhancements, innovative customer stories and valuable insights from industry experts. 🎤👏Join us for an epic week: https://lnkd.in/gD2sJmAB",IMAGE,
urn:li:share:7045016825151045632,urn:li:organization:10043,2023-03-24,"When it comes to finding honest feedback about a software product, Gartner Peer Insights is unmatched in its peer-led software reviews. ⭐⭐⭐Unfiltered, these reviews are from real customers of the products they’re reviewing and full of user insight.Check out these 5 reviews from #OnBase users who have deployed their solution in the Hyland Cloud:",ARTICLE,
urn:li:share:7044986393705541632,urn:li:organization:10043,2023-03-24,Acompáñenos en nuestro #HylandSummit en Ciudad de México el 7 de junio de 2023. Nuestro evento exclusivo se enfoca en la modernización de los servicios de contenido y en ayudar a nuestros clientes actuales y potenciales en México a impulsar su evolución digital. 🚀https://lnkd.in/g8ThD9Yb,IMAGE,
urn:li:share:7044699641623310336,urn:li:organization:10043,2023-03-23,"Hyland has been recognized for strong automation, #OpenSource and #AI capabilities by Omdia! ⭐👏 ✔️Learn more about the analysis: https://lnkd.in/gZqtV8GY",IMAGE,
urn:li:ugcPost:7044631421000302592,urn:li:organization:10043,2023-03-23,🛑 Challenge: Technology gaps prevent the organization from achieving and maintaining a competitive advantage.🟢 Solution: ☁️-enabled #ContentServices delivered via SaaS and PaaS modelsLearn more: https://lnkd.in/gFqAXenm,VIDEO,
urn:li:share:7044322198156713984,urn:li:organization:10043,2023-03-22,"#CommunityLIVE 2023 registration is officially OPEN! 😎Attend sessions, try out new product features, and experience what’s new and next in your #ContentServices landscape. ✨Join us for an epic week 👇 https://lnkd.in/gD2sJmAB",IMAGE,
urn:li:share:7044269057386180608,urn:li:organization:10043,2023-03-22,"As online learning options broaden path for women in #STEM careers, Glenda Lembicz -- a manager on Hyland's Education Services team -- offers best practices on designing and executing those offerings. 📚 🖥️",ARTICLE,
urn:li:share:7041785432065417217,urn:li:organization:10043,2023-03-15,"In 2021, Hylander Dreama Walton set out to compete in America’s biggest ultramarathon race, the Western States 100. 🏃‍♀️When we learned she would be featured in ""Dreama Team,"" Hyland pitched in to help financially support the feature-length documentary and Hylanders around the 🌎 donated thousands of dollars to support Dreama's journey.  The full film is set to debut this summer. Check out the trailer now! 🎬 #WomensHistoryMonth #DreamaTeamFilm",ARTICLE,
urn:li:share:7043969541055418369,urn:li:organization:10043,2023-03-21,"Fact: Women continue to be widely underrepresented in tech. Another fact: Gender equity and inclusion are not only essential in technology, but especially in tech leadership. 👩‍💻How to #EmbraceEquity as heard from women leaders at Hyland: https://lnkd.in/gJPa7amj#WomensHistoryMonth 💜🌎",IMAGE,
urn:li:share:7043929636002529280,urn:li:organization:10043,2023-03-21,The main challenge for experienced developers and other IT pros is to integrate #ArtificialIntelligence tools in their workflow to improve the quality and performance of their work. 🤖📈Hyland's Angel Borroy shares his thoughts:,ARTICLE,
urn:li:share:7043884100495056896,urn:li:organization:10043,2023-03-21,"We just released the agenda for what is shaping up to be our biggest and best #HylandSummit in Johannesburg yet! Take a look to see how we’re helping our customers in South Africa and beyond drive their #DigitalEvolution forward, and register to join us on 11 May: https://lnkd.in/gf5ZFXDG",IMAGE,
urn:li:ugcPost:7042543608842899456,urn:li:organization:10043,2023-03-17,Congratulations Hyland India!! 👏🌍💜#EmbraceEquity #WomensHistoryMonth #IWD2023,NONE,
urn:li:ugcPost:7042449589462855680,urn:li:organization:10043,2023-03-17,"🌎 Total experience, which encompasses the #CustomerExperience and ➕ #EmployeeExperience, has a significant impact on the health of your business. Here's how to focus on all aspects of experience: https://lnkd.in/gh6_vKQz",VIDEO,
urn:li:share:7042215070034006016,urn:li:organization:10043,2023-03-16,Hyland's Tiago Cardoso tells InfoWorld about new and changing career paths for #DevOps engineers and site reliability engineers. 🗣️🛠️🖥️,ARTICLE,
urn:li:ugcPost:7041416326514425857,urn:li:organization:10043,2023-03-14,The importance of #CustomerExperience is well established. But excellent customer experience doesn’t always mean face-to-face interaction. ⭐⭐⭐⭐⭐Read more: https://lnkd.in/gjj8-gap,VIDEO,
urn:li:share:7041143445301694464,urn:li:organization:10043,2023-03-13,"POV: #GenerativeAI will not write enterprise code and build enterprise apps, but it is a useful tool when it comes to pair programming. 💻",ARTICLE,
urn:li:share:7041062890023374849,urn:li:organization:10043,2023-03-13,"“Overwhelmingly, #WomenInTech want a better work-life balance and for working moms, they want a family-first culture where they can feel empowered and supported.” 👩‍💻🤰💜Hear more from Debbie Connelly, Hyland Chief People Officer, and other female tech leaders: #WomensHistoryMonth #EmbraceEquity",ARTICLE,
urn:li:share:7039924153948282880,urn:li:organizationBrand:25736,2023-03-10,"Join us on March 15th for TTL 145 to learn the ins and outs of #Alfresco Content Accelerator. 🚀During this session, we will review ACA’s functionality and user benefits and explore the technology behind the user interface. 🖥️Register now 👇",ARTICLE,
urn:li:share:7039928215963926528,urn:li:organization:10043,2023-03-10,Make 2023 your year for #DigitalTransformation. 🌠 Take this quick self-assessment to find out your organization’s unique needs: https://lnkd.in/gjeAMFBX,IMAGE,
urn:li:share:7039665643482210304,urn:li:organization:10043,2023-03-09,Last night we joined getWITit - Cleveland to celebrate #InternationalWomensDay with a Women in #STEM Leadership Panel and networking at Hyland HQ. 🎤Thank you to all of our attendees. It was an inspiring evening! 💜#EmbraceEquity 🤝,IMAGE,
urn:li:ugcPost:7039618162903957504,urn:li:organization:10043,2023-03-09,"We love to learn... 📚and our #CareerDevelopment resources reinforce a culture of growth, with training, career mapping and innovative learning solutions available virtually for our global workforce. 🌎Here are some of our favorite opportunities: #HylandLife",NATIVE_DOCUMENT,
urn:li:share:7039331537670082560,urn:li:organization:10043,2023-03-08,"“Together with Amazon Web Services (AWS) we are providing a services and management portfolio that will give enterprise customers fast, flexible access to the cloud."" ✨☁️Learn more about our work with #AWS: ",ARTICLE,
urn:li:ugcPost:7039239311531143169,urn:li:organization:10043,2023-03-08,"At Hyland, we pledge to fully #EmbraceEquity today and every day. 💜We’re committed to putting in the work that needs to be done to ensure a future built on inclusion. Join us in honoring #IWD2023 by encouraging open discussions about a gender-equal world and celebrating the women leaders across Hyland. 🌎✨ ",URN_REFERENCE,
urn:li:ugcPost:7038855928405778432,urn:li:organization:10043,2023-03-07,"➡️ According to IDC, the worldwide shortage of full-time developers will increase to 4 million in 2025. 📈Having an extensible platform to meet unique requirements is crucial to building a flexible framework that can manage the ebbs and flows of an unpredictable work environment. 🌊Enter: #LowCode 🖥️Read more about overcoming developer shortages: https://lnkd.in/gFqAXenm",VIDEO,
urn:li:share:7038825727533731841,urn:li:organizationBrand:25736,2023-03-07,📰 NEW on the #Alfresco Hub ⬇️Explore some basics and best practices to help avoid common compliance traps: ,ARTICLE,
urn:li:share:7038557681653088256,urn:li:organization:10043,2023-03-06,"""There will be more investments made in cloud-based technologies ☁️ which will be powerful catalysts for collaboration among teams. 🚀 This will allow dispersed teams to work together and achieve their goals without needing to be in the same location.” 🌏- Debbie Connelly, Hyland Chief People Officer with Thrive Global ",ARTICLE,
urn:li:share:7037398897291399169,urn:li:organization:10043,2023-03-03,5 trends for #ContentServices in 2023 📈1. Line-of-business leaders will become transformation drivers2. Intelligent content services will become standard3. ?4. ?5. ?Fill in the blanks: 👇,ARTICLE,
urn:li:ugcPost:7037095812371255297,urn:li:organization:10043,2023-03-02,"If you’re unsure how to move your #DigitalEvolution forward, we suggest focusing on three strategic initiatives: ➡️",NATIVE_DOCUMENT,
urn:li:share:7037051503479578627,urn:li:organization:10043,2023-03-02,🌠 Check out the 2023 Gartner Market Guide for #ContentServices Platforms to understand how the status of an emerging market aligns to your future plans. Download the guide here ⬇️ https://lnkd.in/gqaj6Tq6,IMAGE,
urn:li:ugcPost:7036726635240321025,urn:li:organization:10043,2023-03-01,"Meet Mark, a UK-based Senior Solution Consultant! 👋From outdoor strolls and family life to delivering complex solutions in our EMEA region, here's a quick look at how Mark balances his workday. #HelloHylander",VIDEO,
urn:li:share:7036697058300358656,urn:li:organization:10043,2023-03-01,"ICYMI: The Hyland X Vision Challenge shows the importance of teamwork and trust–both in golf and in business, with Xander making an extraordinary birdie. ⭐👏🏌️‍♂️",ARTICLE,
urn:li:ugcPost:7036330425933340672,urn:li:organization:10043,2023-02-28,"Issues arise when leadership checks off the box of “#DigitalTransformation” and moves on to the next initiative, satisfied with the “transformation” of their processes. ✅Unfortunately, that’s not how it works. 🚫Learn how you can build a true #DigitalEvolution 💭 mindset 💭 within your organization: https://lnkd.in/gXUFzrsT",VIDEO,
urn:li:share:7036289001430929408,urn:li:organization:10043,2023-02-28,Join us in Johannesburg for #HylandSummit on 11 May 2023. Our exclusive event focuses on content services modernisation and helping our customers and prospects in South Africa and beyond drive their digital evolution forwards. 🚀Register now: https://lnkd.in/gX4389BF,IMAGE,
urn:li:share:7036007661758267392,urn:li:organization:10043,2023-02-27,"Enterprise technology chiefs still have questions about the security and governance of code-writing programs. 🤔🔒Hyland CIO, Sam Babic, and other industry leaders weigh in with The Wall Street Journal: ",ARTICLE,
urn:li:share:7034869711456665600,urn:li:organization:10043,2023-02-24,Describe your biggest business challenges... using only emojis! 💭🤔⌨️👇,NONE,
urn:li:share:7034582784597782528,urn:li:organization:10043,2023-02-23,"📣 Calling all topics for #CommunityLIVE 2023! 📣 We’re working hard to create an agenda filled with everything you need to take your solutions to the next level. ✨ But, we’d like to hear from YOU. Drop us a comment and let us know what topics interest you. ⬇️",IMAGE,
urn:li:share:7034507508102664192,urn:li:organization:10043,2023-02-23,Are you measuring and interacting with your satisfied customers? Learn why it's essential and five steps to understand their needs and improve your #CX. 👇,ARTICLE,
urn:li:share:7034160296780832768,urn:li:organization:10043,2023-02-22,Most leaders know what they want. What they don’t know is how to get there.Do they have vision? Yes. Power? Also yes. Executable roadmap? 😬Here. Let us set you on the right path: https://lnkd.in/gjeAMFBX,IMAGE,
urn:li:ugcPost:7033847753143193601,urn:li:organization:10043,2023-02-21,"This month, we’re honoring #BlackHistoryMonth and highlighting the impact our programs and partnerships have on the next generation of computer science engineers.  Despite a rich legacy of STEM achievement, Black people continue to experience gaps in STEM enrichment, education and employment. Hyland is committed to bridging that gap. 🖥️📚🎓",URN_REFERENCE,
urn:li:share:7033782560434372608,urn:li:organization:10043,2023-02-21,"❗ REMINDER ❗Applications for our 2023 Spring Hy-Tech Club are due ➡️ tomorrow ⬅️ Wednesday, February 22!Ready to make it official? Sign up now: https://lnkd.in/gFEVqSdN",IMAGE,
urn:li:share:7033767459195166721,urn:li:organizationBrand:25736,2023-02-21,Did you miss TTL 144 - Online Editing Tools for #Alfresco? ⚙️Catch up here:https://lnkd.in/gWCuUtF4,ARTICLE,
urn:li:share:7033435990627143680,urn:li:organization:10043,2023-02-20,💭 How can an organization know it’s 'doing #innovation’ right?💭 What measurements can you take to determine capability and capacity to innovate? 💭 What measurements can you take to evaluate the impact of a specific project? It's a lot to think about. Here's how to know you're doing right: ,ARTICLE,
urn:li:share:7032348844700950528,urn:li:organization:10043,2023-02-17,"One of the certain things that the post-COVID-onset environment for transformational change has taught us is that it’s ❗ imperative ❗ for initiatives to be able to demonstrate to the business (quickly and clearly) the value that they bring, to whom and how much. Learn more about putting  #innovation into action:",ARTICLE,
urn:li:ugcPost:7032302754802921472,urn:li:organization:37930,2023-02-17,Join us this October in ✨ LAS VEGAS 🌠  for #CommunityLIVE 2023!,VIDEO,
urn:li:ugcPost:7032061289636007936,urn:li:organization:10043,2023-02-16,"We’ve examined the challenges #IT leaders face now and will face for the foreseeable future, and identified solutions and strategies for moving forward. ➡️",NATIVE_DOCUMENT,
urn:li:share:7031962973820653568,urn:li:organization:10043,2023-02-16,Interested in what analyst firms have to say about Hyland? 💭🤔📚Here's your guide: https://lnkd.in/g5Z7TPVF,IMAGE,
urn:li:ugcPost:7031955441706295296,urn:li:organizationBrand:25736,2023-02-16,Join us this October in ✨ LAS VEGAS 🌠  for #CommunityLIVE 2023!,VIDEO,
urn:li:ugcPost:6935593930633732096,urn:li:organization:10043,2022-05-26,"Happy Employee Appreciation Day, Hylanders! 🌟 We're sending a big THANK YOU 👏 for all that you do today and every day. Enjoy your well-deserved day off! 💚Snap a photo and share using #HylandLife to show us how you spent your day! 📸",VIDEO,
urn:li:ugcPost:6938124341607899136,urn:li:organization:10043,2022-06-02,"Meet Dominic, a Hyland Technical Trainer living in Cleveland, Ohio! 👋 Dominic joins us to describe his typical day and explains why he appreciates the work-life balance that Hyland provides. 🚶🎶👨‍🍳🎮Ready to live the #HylandLife? Check out our careers page: https://lnkd.in/gzCdHd43",VIDEO,
urn:li:ugcPost:6947601036358344704,urn:li:organization:10043,2022-06-28,Part 5 of our Hyland Returnship series is here! Hit ▶️ to hear about  Harini's experience. Explore the Test Engineer role ➡️ https://lnkd.in/dZcGP_rx,VIDEO,
urn:li:ugcPost:6917554789589417984,urn:li:organization:10043,2022-04-06,"Hylanders from around the 🌎 are wishing Xander Schauffele the best of luck this week in Augusta during the Masters! ⛳ Go get that green jacket, X. 💪 #TheMasters #HylandBrandAmbassador",VIDEO,
urn:li:ugcPost:6919285605940023296,urn:li:organization:10043,2022-04-11,"Welcome to 👋 Hello Hylander 👋, a new video series created to showcase a day in the life of Hyland employees around the 🌎. We’re kicking things off with Christine Lugg, a Customer Success Manager based in Adelaide, Australia. Hit ▶️ for a quick look at how Christine finds the perfect work-life balance.Explore all that #HylandLife has to offer: https://lnkd.in/gzCdHd43",VIDEO,
urn:li:ugcPost:6932389333832278016,urn:li:organization:10043,2022-05-17,Happy #CertificationNationDay! 🎈 We are proud to be a certified Great Place to Work® and today we're celebrating our employees who go above and beyond every day to make that possible. 🌠 Learn more about our employee experience: https://lnkd.in/gFmX6Fbs,VIDEO,
urn:li:share:7031698761332518912,urn:li:organization:10043,2023-02-15,"“Our efforts to continually bolster our expertise on Amazon Web Services (AWS) benefit our customers greatly, as they can feel confident that they are working with a qualified partner that possesses the knowledge to design, deploy and operate applications and infrastructure on AWS,” 👍☁️- Matt Beyer, Hyland’s AWS Alliance Lead ",ARTICLE,
urn:li:share:7031624014447972352,urn:li:organization:10043,2023-02-15,"Sam Babic, Hyland SVP and CIO, shares his thought on unbiased #AI and #OpenSource. 💭👇 ",ARTICLE,
urn:li:share:7031351567765168129,urn:li:organization:10043,2023-02-14,It's amazing what you can accomplish with a little help from your friends. ⛳🏌️🤝,ARTICLE,
urn:li:ugcPost:7031293629235179520,urn:li:organization:10043,2023-02-14,"Take a moment to imagine one whole month of work freedom. 💭Think that scenario seems impossible? Think again. Whether our Hylanders are taking trips of a lifetime or simply spending the time to relax, our sabbatical leaves are a fan favorite perk that provide employees a chance to rest and renew. 😌#HylandLife ",URN_REFERENCE,
urn:li:ugcPost:7030914351234519042,urn:li:organization:10043,2023-02-13,Join us this October in 🌟 LAS VEGAS 🌟 for #CommunityLIVE 2023!,VIDEO,
urn:li:share:7030853308927934464,urn:li:organization:10043,2023-02-13,A Hyland foi reconhecida como líder no Quadrante Mágico™ do Gartner® para Plataformas de Serviços de Conteúdo por 12 anos consecutivos e o Gartner agora inclui a Hyland como Fornecedora Representativa no novo Guia de Mercado Gartner® para Plataformas de Serviços de Conteúdo (CSP)!,ARTICLE,
urn:li:share:7030868565712900096,urn:li:organizationBrand:25736,2023-02-13,Join us 👉 THIS WEDNESDAY 👈 for a Tech Talk Live dedicated to #Alfresco online editing tools. 🖥️Sign up now: https://lnkd.in/g8hpvsXb,IMAGE,
urn:li:share:7030174105828003840,urn:li:organization:10043,2023-02-11,Unbiased #AI can help with major decision processes. Here’s how #OpenSource data science can make that possible. 🖥️🌠,ARTICLE,
urn:li:share:7029811903803645952,urn:li:organization:10043,2023-02-10,Wrong answers only: What’s #DigitalTransformation? 💭❓,NONE,
urn:li:share:7029735958132514816,urn:li:organization:10043,2023-02-10,"Pour la douzième année consécutive, Hyland est l'un des leaders du Magic Quadrant™ 2021 de Gartner® pour les plateformes de services de contenu et Gartner inclut maintenant Hyland comme étant un fournisseur représentatif dans le nouveau Guide du marché de Gartner® pour les plateformes de services de contenu (CSP) !",ARTICLE,
urn:li:share:7029441421099110400,urn:li:organization:10043,2023-02-09,"☁️ “The IDC MarketScape’s assessment reinforces what we and our customers know: that we’re a Leader in cloud-based technology and capabilities to drive our customers’ success.” - Will Milewski, Hyland Senior Vice President of Cloud Platform Engineering ⚙️",ARTICLE,
urn:li:share:7029388782978154496,urn:li:organization:10043,2023-02-09,Hyland ha sido reconocido como líder en el Magic Quadrant™ de Gartner® para plataformas de servicios de contenido durante 12 años consecutivos y Gartner ahora incluye a Hyland como proveedor representante en la nueva Guía de mercado de Gartner® para plataformas de servicios de contenido (CSP).,ARTICLE,
urn:li:ugcPost:7029165815136481280,urn:li:organization:10043,2023-02-08,A new edition of #BuildatHyland is here! 🖥️🩺⚙️Hit ▶️ to hear from a team of developers and engineers who work on our Hyland Healthcare products:,VIDEO,
urn:li:share:7029117319444393984,urn:li:organization:10043,2023-02-08,Hyland ha sido reconocido como líder en el Magic Quadrant™ de Gartner® para plataformas de servicios de contenido durante 12 años consecutivos y Gartner ahora incluye a Hyland como proveedor representante en la nueva Guía de mercado de Gartner® para plataformas de servicios de contenido (CSP).,ARTICLE,
